Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Крышка (Ограда из красного адского кирпича)
ThermalDynamics:cover:0, Крышка (Ограда из эндернякового кирпича)
ThermalDynamics:cover:0, Крышка (Саманная ограда)
ThermalDynamics:cover:0, Крышка (Наковальня)
ThermalDynamics:cover:0, Крышка (Наковальня)
ThermalDynamics:cover:0, Крышка (Наковальня)
ThermalDynamics:cover:0, Крышка (Наблюдатель)
ThermalDynamics:cover:0, Крышка (Мишень)
ThermalDynamics:cover:0, Крышка (Ступеньки из красного песчаника)
ThermalDynamics:cover:0, Крышка (Пурпурные ступеньки)
ThermalDynamics:cover:0, Крышка (Плита из красного песчаника)
ThermalDynamics:cover:0, Крышка (Плита из резного красного песчаника)
ThermalDynamics:cover:0, Крышка (Пурпурная плита)
ThermalDynamics:cover:0, Крышка (Каменная плита)
ThermalDynamics:cover:0, Крышка (Плита из замшелого булыжника)
ThermalDynamics:cover:0, Крышка (Плита из замшелого каменного кирпича)
ThermalDynamics:cover:0, Крышка (Плита из резного песчаник)
ThermalDynamics:cover:0, Крышка (Призмариновые ступеньки)
ThermalDynamics:cover:0, Крышка (Ступеньки из призмаринового кирпича)
ThermalDynamics:cover:0, Крышка (Ступеньки из тёмного призмарина)
ThermalDynamics:cover:0, Крышка (Ступеньки из гладкого песчаника)
ThermalDynamics:cover:0, Крышка (Ступеньки из гладкого красного песчаника)
ThermalDynamics:cover:0, Крышка (Ступеньки из гладкого кварца)
ThermalDynamics:cover:0, Крышка (Ступеньки из красного адского кирпича)
ThermalDynamics:cover:0, Крышка (Ступеньки из замшелого каменного кирпича)
ThermalDynamics:cover:0, Крышка (Ступеньки из замшелого булыжника)
ThermalDynamics:cover:0, Крышка (Каменные ступеньки)
ThermalDynamics:cover:0, Крышка (Ступеньки из эндернякового кирпича)
ThermalDynamics:cover:0, Крышка (Плита из гладкого песчаника)
ThermalDynamics:cover:0, Крышка (Плита из гладкого красного песчаника)
ThermalDynamics:cover:0, Крышка (Призмариновая плита)
ThermalDynamics:cover:0, Крышка (Плита из призмаринового кирпича)
ThermalDynamics:cover:0, Крышка (Плита из тёмного призмарина)
ThermalDynamics:cover:0, Крышка (Плита из гладкого кварца)
ThermalDynamics:cover:0, Крышка (Плита из красного адского кирпича)
ThermalDynamics:cover:0, Крышка (Плита из эндернякового кирпича)
ThermalDynamics:cover:0, Крышка (Саманная плита)
ThermalDynamics:cover:0, Крышка (Саманные ступеньки)
ThermalDynamics:cover:0, Крышка (Железный люк)
ThermalDynamics:cover:0, Крышка (Магмовый блок)
ThermalDynamics:cover:0, Крышка (Фонарь)
ThermalDynamics:cover:0, Крышка (Фонарь душ)
ThermalDynamics:cover:0, Крышка (Факел душ)
ThermalDynamics:cover:0, Крышка (Кузнечный стол)
ThermalDynamics:cover:0, Крышка (Компостер)
ThermalDynamics:cover:0, Крышка (Камнерез)
ThermalDynamics:cover:0, Крышка (Стол лучника)
ThermalDynamics:cover:0, Крышка (Стол картографа)
ThermalDynamics:cover:0, Крышка (Ткацкий станок)
ThermalDynamics:cover:0, Крышка (Блок мёда)
ThermalDynamics:cover:0, Крышка (Блок пчелиных сот)
ThermalDynamics:cover:0, Крышка (Цепь)
ThermalDynamics:cover:0, Крышка (Чернит)
ThermalDynamics:cover:0, Крышка (Полированный Чернит)
ThermalDynamics:cover:0, Крышка (Полированно-чернитные кирпичи)
ThermalDynamics:cover:0, Крышка (Потрескавшиеся полированно-чернитные кирпичи)
ThermalDynamics:cover:0, Крышка (Резной полированный чернит)
ThermalDynamics:cover:0, Крышка (Золочёный чернит)
ThermalDynamics:cover:0, Крышка (Чернитная плита)
ThermalDynamics:cover:0, Крышка (Плита из полированного чернита)
ThermalDynamics:cover:0, Крышка (Плита из полированно-чернитного кирпича)
ThermalDynamics:cover:0, Крышка (Чернитные ступеньки)
ThermalDynamics:cover:0, Крышка (Ступеньки из полированного чернита)
ThermalDynamics:cover:0, Крышка (Ступеньки из полированно-чернитного кирпича)
ThermalDynamics:cover:0, Крышка (Чернитная ограда)
ThermalDynamics:cover:0, Крышка (Ограда из полированного чернита)
ThermalDynamics:cover:0, Крышка (Ограда из полированно-чернитного кирпича)
ThermalDynamics:cover:0, Крышка (Нажимная плита из полированного чернита)
ThermalDynamics:cover:0, Крышка (Кнопка из полированного чернита)
ThermalDynamics:cover:0, Крышка (Почва душ)
ThermalDynamics:cover:0, Крышка (Блок адского нароста)
ThermalDynamics:cover:0, Крышка (Розовые лепестки)
ThermalDynamics:cover:0, Крышка (Саженец вишни)
ThermalDynamics:cover:0, Крышка (Вишнёвые листья)
ThermalDynamics:cover:0, Крышка (Вишнёвые доски)
ThermalDynamics:cover:0, Крышка (Бамбуковые доски)
ThermalDynamics:cover:0, Крышка (Вишнёвая плита)
ThermalDynamics:cover:0, Крышка (Бамбуковая плита)
ThermalDynamics:cover:0, Крышка (Вишнёвая плита)
ThermalDynamics:cover:0, Крышка (Бамбуковая плита)
ThermalDynamics:cover:0, Крышка (Вишнёвое бревно)
ThermalDynamics:cover:0, Крышка (Вишня)
ThermalDynamics:cover:0, Крышка (Обтёсанное вишнёвое бревно)
ThermalDynamics:cover:0, Крышка (Обтёсанная вишнёвая древесина)
ThermalDynamics:cover:0, Крышка (Блок бамбука)
ThermalDynamics:cover:0, Крышка (Блок обтёсанного бамбука)
ThermalDynamics:cover:0, Крышка (Вишнёвые ступеньки)
ThermalDynamics:cover:0, Крышка (Бамбуковые ступеньки)
ThermalDynamics:cover:0, Крышка (Бамбуковая мозаика)
ThermalDynamics:cover:0, Крышка (Плита из бамбуковой мозаики)
ThermalDynamics:cover:0, Крышка (Ступеньки из бамбуковой мозаики)
ThermalDynamics:cover:0, Крышка (Еловый забор)
ThermalDynamics:cover:0, Крышка (Берёзовый забор)
ThermalDynamics:cover:0, Крышка (Забор из тропического дерева)
ThermalDynamics:cover:0, Крышка (Акациевый забор)
ThermalDynamics:cover:0, Крышка (Забор из тёмного дуба)
ThermalDynamics:cover:0, Крышка (Вишнёвый забор)
ThermalDynamics:cover:0, Крышка (Бамбуковый забор)
ThermalDynamics:cover:0, Крышка (Еловая кнопка)
ThermalDynamics:cover:0, Крышка (Берёзовая кнопка)
ThermalDynamics:cover:0, Крышка (Кнопка из тропического дерева)
ThermalDynamics:cover:0, Крышка (Акациевая кнопка)
ThermalDynamics:cover:0, Крышка (Кнопка из тёмного дуба)
ThermalDynamics:cover:0, Крышка (Вишнёвая кнопка)
ThermalDynamics:cover:0, Крышка (Бамбуковая кнопка)
ThermalDynamics:cover:0, Крышка (Еловая нажимная плита)
ThermalDynamics:cover:0, Крышка (Берёзовая нажимная плита)
ThermalDynamics:cover:0, Крышка (Нажимная плита из тропического дерева)
ThermalDynamics:cover:0, Крышка (Акациевая нажимная плита)
ThermalDynamics:cover:0, Крышка (Нажимная плита из тёмного дуба)
ThermalDynamics:cover:0, Крышка (Вишнёвая нажимная плита)
ThermalDynamics:cover:0, Крышка (Бамбуковая нажимная плита)
ThermalDynamics:cover:0, Крышка (Еловая калитка)
ThermalDynamics:cover:0, Крышка (Берёзовая калитка)
ThermalDynamics:cover:0, Крышка (Калитка из тропического дерева)
